"date","seasonal","trend","residual","N-season"
"2010-10-01",-327.3871539667555,9056.77051947306,-66.54753250630529,-418.76202392578125
"2010-10-02",-1103.5103355865297,9057.40341626646,-80.36266367992903,-351.5101318359375
"2010-10-03",-1610.384072692256,9058.035513093286,50.06835159896946,-1057.2926025390625
"2010-10-04",-1464.6250351732297,9058.666785900044,-89.5167507268161,-1326.560546875
"2010-10-05",-650.9938177991652,9059.29721078754,2.1678570116237097,-843.022216796875
"2010-10-06",-364.03877325676393,9059.92676448195,-263.48424122518736,-558.33544921875
"2010-10-07",-472.90031103033255,9060.555424388069,-181.44761335773364,-678.67578125
"2010-10-08",-450.36857773151377,9061.183169845764,-181.52938411425205,-770.5315551757812
"2010-10-09",-945.9600342979176,9061.809982033144,-281.5068227352258,-363.5589599609375
"2010-10-10",-1420.1736944078868,9062.43584399148,-121.9411075835942,-790.4119873046875
"2010-10-11",-664.4574895159583,9063.06074096411,34.601123551847195,-1203.113525390625
"2010-10-12",-217.65684955818512,9063.684659389128,-241.08447683094343,-302.2943115234375
"2010-10-13",-463.8929184343028,9064.307586162307,-26.983417728004497,-227.61822509765625
"2010-10-14",-410.5014115112758,9064.92950969894,-2.333098187664291,-482.030517578125
"2010-10-15",-503.11052517567936,9065.55041904428,-53.529476868601705,-345.3642883300781
"2010-10-16",-1029.7026991945752,9066.170303489584,-154.40552129500975,34.12673568725586
"2010-10-17",-1463.5378964786082,9066.789152986665,-25.64938150805392,-741.9266357421875
"2010-10-18",-765.9325082987385,9067.4069586261,89.91117467263757,-1229.7490234375
"2010-10-19",-251.219786972606,9068.023711845177,-174.41975787256888,-536.4956665039062
"2010-10-20",-510.1125109495496,9068.639403940264,-139.18293499071478,-256.6319274902344
"2010-10-21",-382.51110984132976,9069.254027427938,-211.3600005866083,-362.9083251953125
"2010-10-22",-554.6416119557741,9069.867576336455,-77.43304738068218,-231.25372314453125
"2010-10-23",-1121.9083281257367,9070.480046382898,-175.42713525716135,-134.57188415527344
"2010-10-24",-1376.8751950647784,9071.091434414271,21.029593650508104,-1245.40771484375
"2010-10-25",-720.4508699762664,9071.70173849936,102.23683947690732,-1373.8890380859375
"2010-10-26",-336.91985557981826,9072.31095674159,-268.1127681617727,-32.80095672607422
"2010-10-27",-546.2018245835399,9072.919087048846,-59.51184546530567,-68.50865936279297
"2010-10-28",-562.6959325691518,9073.52612898062,-92.8901964114666,-689.8466186523438
"2010-10-29",-553.9244679913453,9074.1320830707,-128.54282307935682,-367.92987060546875
"2010-10-30",-1016.4801087159192,9074.736950764607,-217.3343420486908,-145.1156463623047
"2010-10-31",-1585.1979546731409,9075.34073483685,57.91367783629176,-674.1065673828125
